gesetzKuerzel;gesetzName;paragraf;absatz;titel;inhalt;mangelVorgefunden;rechtsgrundlage;handlungsaufforderung
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 15;;Fünf-Tage-Woche;Jugendliche dürfen nur an fünf Tagen in der Woche beschäftigt werden. Die beiden wöchentlichen Ruhetage sollen nach Möglichkeit aufeinander folgen.;Zum Zeitpunkt der Besichtigung wurde festgestellt, dass jugendliche Beschäftigte an mehr als fünf Tagen in der Woche eingesetzt wurden oder die beiden wöchentlichen Ruhetage nicht wie vorgesehen aufeinander folgten.;Gemäß § 15 Abs. 1 Jugendarbeitsschutzgesetz (JArbSchG) dürfen Jugendliche nur an fünf Tagen in der Woche beschäftigt werden. Die beiden wöchentlichen Ruhetage sollen nach Möglichkeit aufeinander folgen.;Ich bitte Sie sicherzustellen, dass die wöchentliche Arbeitszeit für jugendliche Beschäftigte konsequent auf maximal fünf Tage pro Woche beschränkt wird und die beiden Ruhetage nach Möglichkeit aufeinander folgend eingeplant werden.
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 16;1;Samstagsruhe;(1) An Samstagen dürfen Jugendliche nicht beschäftigt werden.;Zum Zeitpunkt der Besichtigung wurde festgestellt, dass jugendliche Beschäftigte an Samstagen beschäftigt wurden.;Gemäß § 16 Abs. 1 Jugendarbeitsschutzgesetz (JArbSchG) dürfen Jugendliche an Samstagen nicht beschäftigt werden.;Ich bitte Sie sicherzustellen, dass die Beschäftigung von Jugendlichen an Samstagen unterbleibt und die gesetzlichen Vorgaben zur Wochenruhe eingehalten werden.
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 16;2;Samstagsruhe;(2) Zulässig ist die Beschäftigung Jugendlicher an Samstagen nur 1. in Krankenanstalten sowie in Alten-, Pflege- und Kinderheimen, 2. in offenen Verkaufsstellen, in Betrieben mit offenen Verkaufsstellen, in Bäckereien und Konditoreien, im Friseurhandwerk und im Marktverkehr, 3. im Verkehrswesen, 4. in der Landwirtschaft und Tierhaltung, 5. im Familienhaushalt, 6. im Gaststätten- und Schaustellergewerbe, 7. bei Musikaufführungen, Theatervorstellungen und anderen Aufführungen, bei Aufnahmen im Rundfunk (Hörfunk und Fernsehen), auf Ton- und Bildträger sowie bei Film- und Fotoaufnahmen, 8. bei außerbetrieblichen Ausbildungsmaßnahmen, 9. beim Sport, 10. im ärztlichen Notdienst, 11. in Reparaturwerkstätten für Kraftfahrzeuge. Mindestens zwei Samstage im Monat sollen beschäftigungsfrei bleiben.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 16;3;Samstagsruhe;(3) Werden Jugendliche am Samstag beschäftigt, ist ihnen die Fünf-Tage-Woche (§ 15) durch Freistellung an einem anderen berufsschulfreien Arbeitstag derselben Woche sicherzustellen. In Betrieben mit einem Betriebsruhetag in der Woche kann die Freistellung auch an diesem Tag erfolgen, wenn die Jugendlichen an diesem Tag keinen Berufsschulunterricht haben.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 16;4;Samstagsruhe;(4) Können Jugendliche in den Fällen des Absatzes 2 Nr. 2 am Samstag nicht acht Stunden beschäftigt werden, kann der Unterschied zwischen der tatsächlichen und der nach § 8 Abs. 1 höchstzulässigen Arbeitszeit an dem Tag bis 13 Uhr ausgeglichen werden, an dem die Jugendlichen nach Absatz 3 Satz 1 freizustellen sind.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 17;1;Sonntagsruhe;(1) An Sonntagen dürfen Jugendliche nicht beschäftigt werden.;Zum Zeitpunkt der Besichtigung wurde festgestellt, dass jugendliche Beschäftigte an Sonntagen beschäftigt wurden.;Gemäß § 17 Abs. 1 Jugendarbeitsschutzgesetz (JArbSchG) dürfen Jugendliche an Sonntagen nicht beschäftigt werden.;Ich bitte Sie sicherzustellen, dass die Beschäftigung von Jugendlichen an Sonntagen unterbleibt und die gesetzlichen Vorgaben zur Wochenruhe eingehalten werden.
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 17;2;Sonntagsruhe;(2) Zulässig ist die Beschäftigung Jugendlicher an Sonntagen nur 1. in Krankenanstalten sowie in Alten-, Pflege- und Kinderheimen, 2. in der Landwirtschaft und Tierhaltung mit Arbeiten, die auch an Sonn- und Feiertagen naturnotwendig vorgenommen werden müssen, 3. im Familienhaushalt, wenn der Jugendliche in die häusliche Gemeinschaft aufgenommen ist, 4. im Schaustellergewerbe, 5. bei Musikaufführungen, Theatervorstellungen und anderen Aufführungen sowie bei Direktsendungen im Rundfunk (Hörfunk und Fernsehen), 6. beim Sport, 7. im ärztlichen Notdienst, 8. im Gaststättengewerbe. Jeder zweite Sonntag soll, mindestens zwei Sonntage im Monat müssen beschäftigungsfrei bleiben.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 17;3;Sonntagsruhe;(3) Werden Jugendliche am Sonntag beschäftigt, ist ihnen die Fünf-Tage-Woche (§ 15) durch Freistellung an einem anderen berufsschulfreien Arbeitstag derselben Woche sicherzustellen. In Betrieben mit einem Betriebsruhetag in der Woche kann die Freistellung auch an diesem Tag erfolgen, wenn die Jugendlichen an diesem Tag keinen Berufsschulunterricht haben.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 18;1;Feiertagsruhe;(1) Am 24. und 31. Dezember nach 14 Uhr und an gesetzlichen Feiertagen dürfen Jugendliche nicht beschäftigt werden.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 18;2;Feiertagsruhe;(2) Zulässig ist die Beschäftigung Jugendlicher an gesetzlichen Feiertagen in den Fällen des § 17 Abs. 2, ausgenommen am 25. Dezember, am 1. Januar, am ersten Osterfeiertag und am 1. Mai.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 18;3;Feiertagsruhe;(3) Für die Beschäftigung an einem gesetzlichen Feiertag, der auf einem Werktag fällt, ist der Jugendliche an einem anderen berufsschulfreien Arbeitstag derselben oder der folgenden Woche freizustellen. In Betrieben mit einem Betriebsruhetag in der Woche kann die Freistellung auch an diesem Tag erfolgen, wenn die Jugendlichen an diesem Tag keinen Berufsschulunterricht haben.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 19;1;Urlaub;(1) Der Arbeitgeber hat Jugendlichen für jedes Kalenderjahr einen bezahlten Erholungsurlaub zu gewähren.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 19;2;Urlaub;(2) Der Urlaub beträgt jährlich 1. mindestens 30 Werktage, wenn der Jugendliche zu Beginn des Kalenderjahrs noch nicht 16 Jahre alt ist, 2. mindestens 27 Werktage, wenn der Jugendliche zu Beginn des Kalenderjahrs noch nicht 17 Jahre alt ist, 3. mindestens 25 Werktage, wenn der Jugendliche zu Beginn des Kalenderjahrs noch nicht 18 Jahre alt ist. Jugendliche, die im Bergbau unter Tage beschäftigt werden, erhalten in jeder Altersgruppe einen zusätzlichen Urlaub von drei Werktagen.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 19;3;Urlaub;(3) Der Urlaub soll Berufsschülern in der Zeit der Berufsschulferien gegeben werden. Soweit er nicht in den Berufsschulferien gegeben wird, ist für jeden Berufsschultag, an dem die Berufsschule während des Urlaubs besucht wird, ein weiterer Urlaubstag zu gewähren.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 19;4;Urlaub;"(4) Im übrigen gelten für den Urlaub der Jugendlichen § 3 Abs. 2, §§ 4 bis 12 und § 13 Abs. 3 des Bundesurlaubsgesetzes. Der Auftraggeber oder Zwischenmeister hat jedoch abweichend von § 12 Nr. 1 des Bundesurlaubsgesetzes den jugendlichen Heimarbeitern für jedes Kalenderjahr einen bezahlten Erholungsurlaub entsprechend Absatz 2 zu gewähren; das Urlaubsentgelt der jugendlichen Heimarbeiter beträgt bei einem Urlaub von 30 Werktagen 11,6 vom Hundert, bei einem Urlaub von 27 Werktagen 10,3 vom Hundert und bei einem Urlaub von 25 Werktagen 9,5 vom Hundert.";;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 20;1;Binnenschiffahrt;(1) In der Binnenschiffahrt gelten folgende Abweichungen: 1. Abweichend von § 12 darf die Schichtzeit Jugendlicher über 16 Jahre während der Fahrt bis auf 14 Stunden täglich ausgedehnt werden, wenn ihre Arbeitszeit sechs Stunden täglich nicht überschreitet. Ihre tägliche Freizeit kann abweichend von § 13 der Ausdehnung der Schichtzeit entsprechend bis auf 10 Stunden verkürzt werden. 2. Abweichend von § 14 Abs. 1 dürfen Jugendliche über 16 Jahre während der Fahrt bis 22 Uhr beschäftigt werden. 3. Abweichend von §§ 15, 16 Abs. 1, § 17 Abs. 1 und § 18 Abs. 1 dürfen Jugendliche an jedem Tag der Woche beschäftigt werden, jedoch nicht am 24. Dezember, an den Weihnachtsfeiertagen, am 31. Dezember, am 1. Januar, an den Osterfeiertagen und am 1. Mai. Für die Beschäftigung an einem Samstag, Sonntag und an einem gesetzlichen Feiertag, der auf einen Werktag fällt, ist ihnen je ein freier Tag zu gewähren. Diese freien Tage sind den Jugendlichen in Verbindung mit anderen freien Tagen zu gewähren, spätestens, wenn ihnen 10 freie Tage zustehen.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 20;2;Binnenschiffahrt;(2) In der gewerblichen Binnenschifffahrt hat der Arbeitgeber Aufzeichnungen nach Absatz 3 über die tägliche Arbeits- oder Freizeit jedes Jugendlichen zu führen, um eine Kontrolle der Einhaltung der §§ 8 bis 21a dieses Gesetzes zu ermöglichen. Die Aufzeichnungen sind in geeigneten Zeitabständen, spätestens bis zum nächsten Monatsende, gemeinsam vom Arbeitgeber oder seinem Vertreter und von dem Jugendlichen zu prüfen und zu bestätigen. Im Anschluss müssen die Aufzeichnungen für mindestens zwölf Monate an Bord aufbewahrt werden und dem Jugendlichen ist eine Kopie der bestätigten Aufzeichnungen auszuhändigen. Der Jugendliche hat die Kopien daraufhin zwölf Monate für eine Kontrolle bereitzuhalten.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 20;3;Binnenschiffahrt;(3) Die Aufzeichnungen nach Absatz 2 müssen mindestens folgende Angaben enthalten: 1. Name des Schiffes, 2. Name des Jugendlichen, 3. Name des verantwortlichen Schiffsführers, 4. Datum des jeweiligen Arbeits- oder Ruhetages, 5. für jeden Tag der Beschäftigung, ob es sich um einen Arbeits- oder um einen Ruhetag handelt sowie 6. Beginn und Ende der täglichen Arbeitszeit oder der täglichen Freizeit.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 21;1;Ausnahmen in besonderen Fällen;(1) Die §§ 8 und 11 bis 18 finden keine Anwendung auf die Beschäftigung Jugendlicher mit vorübergehenden und unaufschiebbaren Arbeiten in Notfällen, soweit erwachsene Beschäftigte nicht zur Verfügung stehen.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 21;2;Ausnahmen in besonderen Fällen;(2) Wird in den Fällen des Absatzes 1 über die Arbeitszeit des § 8 hinaus Mehrarbeit geleistet, so ist sie durch entsprechende Verkürzung der Arbeitszeit innerhalb der folgenden drei Wochen auszugleichen.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 21;3;Ausnahmen in besonderen Fällen;(3) (weggefallen);;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 21a;1;Abweichende Regelungen;(1) In einem Tarifvertrag oder auf Grund eines Tarifvertrages in einer Betriebsvereinbarung kann zugelassen werden 1. abweichend von den §§ 8, 15, 16 Abs. 3 und 4, § 17 Abs. 3 und § 18 Abs. 3 die Arbeitszeit bis zu neun Stunden täglich, 44 Stunden wöchentlich und bis zu fünfeinhalb Tagen in der Woche anders zu verteilen, jedoch nur unter Einhaltung einer durchschnittlichen Wochenarbeitszeit von 40 Stunden in einem Ausgleichszeitraum von zwei Monaten, 2. abweichend von § 11 Abs. 1 Satz 2 Nr. 2 und Abs. 2 die Ruhepausen bis zu 15 Minuten zu kürzen und die Lage der Pausen anders zu bestimmen, 3. abweichend von § 12 die Schichtzeit mit Ausnahme des Bergbaus unter Tage bis zu einer Stunde täglich zu verlängern, 4. abweichend von § 16 Abs. 1 und 2 Jugendliche an 26 Samstagen im Jahr oder an jedem Samstag zu beschäftigen, wenn statt dessen der Jugendliche an einem anderen Werktag derselben Woche von der Beschäftigung freigestellt wird, 5. abweichend von den §§ 15, 16 Abs. 3 und 4, § 17 Abs. 3 und § 18 Abs. 3 Jugendliche bei einer Beschäftigung an einem Samstag oder an einem Sonn- oder Feiertag unter vier Stunden an einem anderen Arbeitstag derselben oder der folgenden Woche vor- oder nachmittags von der Beschäftigung freizustellen, 6. abweichend von § 17 Abs. 2 Satz 2 Jugendliche im Gaststätten- und Schaustellergewerbe sowie in der Landwirtschaft während der Saison oder der Erntezeit an drei Sonntagen im Monat zu beschäftigen.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 21a;2;Abweichende Regelungen;(2) Im Geltungsbereich eines Tarifvertrages nach Absatz 1 kann die abweichende tarifvertragliche Regelung im Betrieb eines nicht tarifgebundenen Arbeitgebers durch Betriebsvereinbarung oder, wenn ein Betriebsrat nicht besteht, durch schriftliche Vereinbarung zwischen dem Arbeitgeber und dem Jugendlichen übernommen werden.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 21a;3;Abweichende Regelungen;(3) Die Kirchen und die öffentlich-rechtlichen Religionsgesellschaften können die in Absatz 1 genannten Abweichungen in ihren Regelungen vorsehen.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 21b;;;Das Bundesministerium für Arbeit und Soziales kann im Interesse der Berufsausbildung oder der Zusammenarbeit von Jugendlichen und Erwachsenen durch Rechtsverordnung mit Zustimmung des Bundesrates Ausnahmen von den Vorschriften 1. des § 8, der §§ 11 und 12, der §§ 15 und 16, des § 17 Abs. 2 und 3 sowie des § 18 Abs. 3 im Rahmen des § 21a Abs. 1, 2. des § 14, jedoch nicht vor 5 Uhr und nicht nach 23 Uhr, sowie 3. des § 17 Abs. 1 und § 18 Abs. 1 an höchstens 26 Sonn- und Feiertagen im Jahr zulassen, soweit eine Beeinträchtigung der Gesundheit oder der körperlichen oder seelisch-geistigen Entwicklung der Jugendlichen nicht zu befürchten ist.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 22;1;Gefährliche Arbeiten;(1) Jugendliche dürfen nicht beschäftigt werden 1. mit Arbeiten, die ihre physische oder psychische Leistungsfähigkeit übersteigen, 2. mit Arbeiten, bei denen sie sittlichen Gefahren ausgesetzt sind, 3. mit Arbeiten, die mit Unfallgefahren verbunden sind, von denen anzunehmen ist, daß Jugendliche sie wegen mangelnden Sicherheitsbewußtseins oder mangelnder Erfahrung nicht erkennen oder nicht abwenden können, 4. mit Arbeiten, bei denen ihre Gesundheit durch außergewöhnliche Hitze oder Kälte oder starke Nässe gefährdet wird, 5. mit Arbeiten, bei denen sie schädlichen Einwirkungen von Lärm, Erschütterungen oder Strahlen ausgesetzt sind, 6. mit Arbeiten, bei denen sie schädlichen Einwirkungen von Gefahrstoffen im Sinne der Gefahrstoffverordnung ausgesetzt sind, 7. mit Arbeiten, bei denen sie schädlichen Einwirkungen von biologischen Arbeitsstoffen im Sinne der Biostoffverordnung ausgesetzt sind.;Zum Zeitpunkt der Besichtigung wurde festgestellt, dass jugendliche Beschäftigte mit Arbeiten betraut wurden, die nach den gesetzlichen Vorgaben als gefährlich eingestuft sind (z. B. Übersteigen der Leistungsfähigkeit, unerkannte Unfallgefahren oder Aussetzung gegenüber schädlichen Einwirkungen wie Hitze, Lärm oder Gefahrstoffen).;Gemäß § 22 Abs. 1 Jugendarbeitsschutzgesetz (JArbSchG) dürfen Jugendliche nicht beschäftigt werden mit Arbeiten, die ihre physische oder psychische Leistungsfähigkeit übersteigen, bei denen sie sittlichen Gefahren ausgesetzt sind, die mit Unfallgefahren verbunden sind, von denen anzunehmen ist, dass Jugendliche sie wegen mangelnden Sicherheitsbewusstseins oder mangelnder Erfahrung nicht erkennen oder nicht abwenden können, bei denen ihre Gesundheit durch außergewöhnliche Hitze oder Kälte oder starke Nässe gefährdet wird, oder bei denen sie schädlichen Einwirkungen von Lärm, Erschütterungen, Strahlen, Gefahrstoffen oder biologischen Arbeitsstoffen ausgesetzt sind.;Ich bitte Sie sicherzustellen, dass Jugendliche nur dann mit gefährlichen Arbeiten beschäftigt werden, wenn alle gesetzlichen Ausnahmevoraussetzungen (§ 22 Abs. 2 JArbSchG) für die Ausbildung strikt erfüllt sind. Andernfalls ist die Beschäftigung mit diesen Arbeiten konsequent auszuschließen.
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 22;2;Gefährliche Arbeiten;(2) Absatz 1 Nr. 3 bis 7 gilt nicht für die Beschäftigung Jugendlicher, soweit 1. dies zur Erreichung ihres Ausbildungszieles erforderlich ist, 2. ihr Schutz durch die Aufsicht eines Fachkundigen gewährleistet ist und 3. der Luftgrenzwert bei gefährlichen Stoffen (Absatz 1 Nr. 6) unterschritten wird. Satz 1 findet keine Anwendung auf gezielte Tätigkeiten mit biologischen Arbeitsstoffen der Risikogruppen 3 und 4 im Sinne der Biostoffverordnung sowie auf nicht gezielte Tätigkeiten, die nach der Biostoffverordnung der Schutzstufe 3 oder 4 zuzuordnen sind.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 22;3;Gefährliche Arbeiten;(3) Werden Jugendliche in einem Betrieb beschäftigt, für den ein Betriebsarzt oder eine Fachkraft für Arbeitssicherheit verpflichtet ist, muß ihre betriebsärztliche oder sicherheitstechnische Betreuung sichergestellt sein.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 23;1;Akkordarbeit, tempoabhängige Arbeiten;(1) Jugendliche dürfen nicht beschäftigt werden 1. mit Akkordarbeit und sonstigen Arbeiten, bei denen durch ein gesteigertes Arbeitstempo ein höheres Entgelt erzielt werden kann, 2. in einer Arbeitsgruppe mit erwachsenen Arbeitnehmern, die mit Arbeiten nach Nummer 1 beschäftigt werden, 3. mit Arbeiten, bei denen ihr Arbeitstempo nicht nur gelegentlich vorgeschrieben, vorgegeben oder auf andere Weise erzwungen wird.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 23;2;Akkordarbeit, tempoabhängige Arbeiten;(2) Absatz 1 Nr. 2 gilt nicht für die Beschäftigung Jugendlicher, 1. soweit dies zur Erreichung ihres Ausbildungsziels erforderlich ist oder 2. wenn sie eine Berufsausbildung für diese Beschäftigung abgeschlossen haben und ihr Schutz durch die Aufsicht eines Fachkundigen gewährleistet ist.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 24;1;Arbeiten unter Tage;(1) Jugendliche dürfen nicht mit Arbeiten unter Tage beschäftigt werden.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 24;2;Arbeiten unter Tage;(2) Absatz 1 gilt nicht für die Beschäftigung Jugendlicher über 16 Jahre, 1. soweit dies zur Erreichung ihres Ausbildungsziels erforderlich ist, 2. wenn sie eine Berufsausbildung für die Beschäftigung unter Tage abgeschlossen haben oder 3. wenn sie an einer von der Bergbehörde genehmigten Ausbildungsmaßnahme für Bergjungarbeiter teilnehmen oder teilgenommen haben und ihr Schutz durch die Aufsicht eines Fachkundigen gewährleistet ist.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 25;1;Verbot der Beschäftigung durch bestimmte Personen;(1) Personen, die 1. wegen eines Verbrechens zu einer Freiheitsstrafe von mindestens zwei Jahren, 2. wegen einer vorsätzlichen Straftat, die sie unter Verletzung der ihnen als Arbeitgeber, Ausbildender oder Ausbilder obliegenden Pflichten zum Nachteil von Kindern oder Jugendlichen begangen haben, zu einer Freiheitsstrafe von mehr als drei Monaten, 3. wegen einer Straftat nach den §§ 109h, 171, 174 bis 184l, 225, 232 bis 233a des Strafgesetzbuches, 4. wegen einer Straftat nach dem Betäubungsmittelgesetz, 5. wegen einer Straftat nach dem Konsumcannabisgesetz oder nach dem Medizinal-Cannabisgesetz oder 6. wegen einer Straftat nach dem Jugendschutzgesetz wenigstens zweimal rechtskräftig verurteilt worden sind, dürfen Jugendliche nicht beschäftigen sowie im Rahmen eines Rechtsverhältnisses im Sinne des § 1 nicht beaufsichtigen, nicht anweisen, nicht ausbilden und nicht mit der Beaufsichtigung, Anweisung oder Ausbildung von Jugendlichen beauftragt werden. Eine Verurteilung bleibt außer Betracht, wenn seit dem Tag ihrer Rechtskraft fünf Jahre verstrichen sind. Die Zeit, in welcher der Täter auf behördliche Anordnung in einer Anstalt verwahrt worden ist, wird nicht eingerechnet.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 25;2;Verbot der Beschäftigung durch bestimmte Personen;(2) Das Verbot des Absatzes 1 Satz 1 gilt auch für Personen, gegen die wegen einer Ordnungswidrigkeit nach § 58 Abs. 1 bis 4 wenigstens dreimal eine Geldbuße rechtskräftig festgesetzt worden ist. Eine Geldbuße bleibt außer Betracht, wenn seit dem Tag ihrer rechtskräftigen Festsetzung fünf Jahre verstrichen sind.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 25;3;Verbot der Beschäftigung durch bestimmte Personen;(3) Das Verbot des Absatzes 1 und 2 gilt nicht für die Beschäftigung durch die Personensorgeberechtigten.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 26;;Ermächtigungen;Das Bundesministerium für Arbeit und Soziales kann zum Schutz der Jugendlichen gegen Gefahren für Leben und Gesundheit sowie zur Vermeidung einer Beeinträchtigung der körperlichen oder seelisch-geistigen Entwicklung durch Rechtsverordnung mit Zustimmung des Bundesrates 1. die für Kinder, die der Vollzeitschulpflicht nicht mehr unterliegen, geeigneten und leichten Tätigkeiten nach § 7 Satz 1 Nr. 2 und die Arbeiten nach § 22 Abs. 1 und den §§ 23 und 24 näher bestimmen, 2. über die Beschäftigungsverbote in den §§ 22 bis 25 hinaus die Beschäftigung Jugendlicher in bestimmten Betriebsarten oder mit bestimmten Arbeiten verbieten oder beschränken, wenn sie bei diesen Arbeiten infolge ihres Entwicklungsstands in besonderem Maß Gefahren ausgesetzt sind oder wenn das Verbot oder die Beschränkung der Beschäftigung infolge der technischen Entwicklung oder neuer arbeitsmedizinischer oder sicherheitstechnischer Erkenntnisse notwendig ist.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 27;1;Behördliche Anordnungen und Ausnahmen;(1) Die Aufsichtsbehörde kann in Einzelfällen feststellen, ob eine Arbeit unter die Beschäftigungsverbote oder -beschränkungen der §§ 22 bis 24 oder einer Rechtsverordnung nach § 26 fällt. Sie kann in Einzelfällen die Beschäftigung Jugendlicher mit bestimmten Arbeiten über die Beschäftigungsverbote und -beschränkungen der §§ 22 bis 24 und einer Rechtsverordnung nach § 26 hinaus verbieten oder beschränken, wenn diese Arbeiten mit Gefahren für Leben, Gesundheit oder für die körperliche oder seelisch-geistige Entwicklung der Jugendlichen verbunden sind.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 27;2;Behördliche Anordnungen und Ausnahmen;(2) Die zuständige Behörde kann 1. den Personen, die die Pflichten, die ihnen kraft Gesetzes zugunsten der von ihnen beschäftigten, beaufsichtigten, angewiesenen oder auszubildenden Kinder und Jugendlichen obliegen, wiederholt oder gröblich verletzt haben, 2. den Personen, gegen die Tatsachen vorliegen, die sie in sittlicher Beziehung zur Beschäftigung, Beaufsichtigung, Anweisung oder Ausbildung von Kindern und Jugendlichen ungeeignet erscheinen lassen, verbieten, Kinder und Jugendliche zu beschäftigen oder im Rahmen eines Rechtsverhältnisses im Sinne des § 1 zu beaufsichtigen, anzuweisen oder auszubilden.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 27;3;Behördliche Anordnungen und Ausnahmen;(3) Die Aufsichtsbehörde kann auf Antrag Ausnahmen von § 23 Abs. 1 Nr. 2 und 3 für Jugendliche über 16 Jahre bewilligen, 1. wenn die Art der Arbeit oder das Arbeitstempo eine Beeinträchtigung der Gesundheit oder der körperlichen oder seelisch-geistigen Entwicklung des Jugendlichen nicht befürchten lassen und 2. wenn eine nicht länger als vor drei Monaten ausgestellte ärztliche Bescheinigung vorgelegt wird, nach der gesundheitliche Bedenken gegen die Beschäftigung nicht bestehen.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 28;1;Menschengerechte Gestaltung der Arbeit;(1) Der Arbeitgeber hat bei der Einrichtung und der Unterhaltung der Arbeitsstätte einschließlich der Maschinen, Werkzeuge und Geräte und bei der Regelung der Beschäftigung die Vorkehrungen und Maßnahmen zu treffen, die zum Schutz der Jugendlichen gegen Gefahren für Leben und Gesundheit sowie zur Vermeidung einer Beeinträchtigung der körperlichen oder seelisch-geistigen Entwicklung der Jugendlichen erforderlich sind. Hierbei sind das mangelnde Sicherheitsbewußtsein, die mangelnde Erfahrung und der Entwicklungsstand der Jugendlichen zu berücksichtigen und die allgemein anerkannten sicherheitstechnischen und arbeitsmedizinischen Regeln sowie die sonstigen gesicherten arbeitswissenschaftlichen Erkenntnisse zu beachten.;Zum Zeitpunkt der Besichtigung wurde festgestellt, dass vom Arbeitgeber nicht die erforderlichen Vorkehrungen und Maßnahmen zum Schutz der Jugendlichen gegen Gefahren für Leben und Gesundheit getroffen wurden oder der besondere Entwicklungsstand, die mangelnde Erfahrung sowie das Sicherheitsbewusstsein der Jugendlichen bei der Einrichtung der Arbeitsstätte oder der Regelung der Beschäftigung unberücksichtigt blieben.;Gemäß § 25 Abs. 1 Jugendarbeitsschutzgesetz (JArbSchG) hat der Arbeitgeber bei der Einrichtung und der Unterhaltung der Arbeitsstätte einschließlich der Maschinen, Werkzeuge und Geräte und bei der Regelung der Beschäftigung die Vorkehrungen und Maßnahmen zu treffen, die zum Schutz der Jugendlichen gegen Gefahren für Leben und Gesundheit sowie zur Vermeidung einer Beeinträchtigung der körperlichen oder seelisch-geistigen Entwicklung der Jugendlichen erforderlich sind. Hierbei sind das mangelnde Sicherheitsbewusstsein, die mangelnde Erfahrung und der Entwicklungsstand der Jugendlichen zu berücksichtigen und die allgemein anerkannten sicherheitstechnischen und arbeitsmedizinischen Regeln sowie die sonstigen gesicherten arbeitswissenschaftlichen Erkenntnisse zu beachten.;Ich bitte Sie sicherzustellen, dass alle erforderlichen Schutzvorkehrungen für die Jugendlichen getroffen und die gesetzlichen Pflichten bei der Arbeitsplatzgestaltung sowie der Beschäftigungsregelung vollumfänglich eingehalten werden. Bitte berücksichtigen Sie dabei den Entwicklungsstand der Jugendlichen sowie die geltenden sicherheitstechnischen und arbeitsmedizinischen Regeln.
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 28;2;Menschengerechte Gestaltung der Arbeit;(2) Das Bundesministerium für Arbeit und Soziales kann durch Rechtsverordnung mit Zustimmung des Bundesrates bestimmen, welche Vorkehrungen und Maßnahmen der Arbeitgeber zur Erfüllung der sich aus Absatz 1 ergebenden Pflichten zu treffen hat.;;;
JArbSchG;Gesetz zum Schutze der arbeitenden Jugend;§ 28;3;Menschengerechte Gestaltung der Arbeit;(3) Die Aufsichtsbehörde kann in Einzelfällen anordnen, welche Vorkehrungen und Maßnahmen zur Durchführung des Absatzes 1 oder einer vom Bundesministerium für Arbeit und Soziales gemäß Absatz 2 erlassenen Verordnung zu treffen sind.;;;
